Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
25229,30,8617,442,7639,461
29571,10,3976,449,14772,138
9673,19,2713,461,12060,95
28638,46,2538,410,7789,324
6645,10,2844,151,7171,475
18517,40,3804,371,8834,54
10588,25,9311,306,14593,105
10426,27,2964,414,9149,135
20108,40,5557,326,9961,365
9424,42,3399,211,10407,469
2611,38,8849,371,11519,478
19640,18,6098,102,13131,296
18159,41,3346,497,9547,284
16575,48,4659,158,12175,294
12918,23,5988,370,13902,21
23688,29,6997,467,10340,489
12787,29,1082,68,10558,92
11603,46,2923,348,11014,75
12053,47,6590,167,13339,238
10768,18,1438,51,6722,353
29936,47,5358,79,14180,200
20951,24,7034,68,4792,91
3595,19,4222,448,14625,123
29048,24,1724,157,14627,330
21375,26,4832,216,5200,158
13937,28,8534,380,11062,104
2827,20,8207,188,13293,261
13365,23,5163,225,5483,224
29808,45,3435,267,10349,340
4088,24,7212,119,14472,445
12100,11,8414,374,14641,159
27238,29,1679,300,10306,293
13171,36,4426,159,12263,359
18824,18,3314,486,10726,457
10921,31,1028,483,13026,489
10457,42,3976,113,11584,197
24121,43,2728,291,12889,321
3907,39,2058,499,14114,148
20832,40,9429,334,4140,65
11001,22,3615,420,14925,214
13161,14,9980,98,4107,495
6133,30,1547,426,6394,307
18700,22,5492,82,4342,331
10454,17,9869,439,5978,274
7244,45,5158,475,12272,288
20171,47,2129,169,9857,198
8777,28,2065,169,4091,271
7225,29,3506,217,9649,282
10906,10,2124,445,10447,392
14693,12,5108,390,9933,216
7317,12,4647,486,11345,39
21745,42,9977,147,9848,288
2381,11,9170,401,14851,433
13267,47,3261,223,14280,213
13101,40,4417,219,14510,435
25725,19,7072,349,9275,461
27334,22,6631,223,11012,103
14543,11,9307,301,11050,89
17746,38,2479,358,6403,110
28679,37,5550,238,7565,415
15789,40,8839,452,11501,197
4437,12,7780,122,12280,165
29539,20,6234,443,14222,451
25537,10,7962,251,10150,209
17366,24,5990,223,10870,197
18390,11,2819,355,6500,14
18112,16,1563,145,9528,465
22986,38,6105,416,13365,118
19524,38,3884,301,10743,353
16600,49,1937,309,4561,482
22237,25,7320,398,10551,278
15617,13,1092,360,12567,367
9859,26,2545,363,9964,437
5898,39,7668,69,7365,305
21500,26,3623,392,6134,457
10886,19,9844,180,11286,399
28488,13,4105,202,4295,185
4221,44,1513,380,12194,84
14929,11,4235,94,11422,264
5843,40,3872,461,8300,164
27503,46,2527,365,5290,114
3040,22,1778,400,12094,139
18170,32,3525,343,12151,331
27698,45,1165,77,13823,434
4463,49,3888,159,9337,58
18704,39,9154,104,8394,239
12162,40,5219,171,10395,17
7781,45,9169,362,10854,147
18767,16,7418,134,11431,445
19983,45,9061,333,8117,217
25714,14,4532,275,9476,426
15986,31,5478,390,5454,65
7804,27,3832,492,6691,143
14249,19,8199,153,11116,464
23969,10,3944,231,8809,344
7799,18,7971,314,10423,448
20482,25,7872,189,13331,103
24929,35,8904,86,9147,55
22877,48,3272,333,11975,62
18684,13,1126,226,6952,495
18078,48,6174,265,7096,18
22337,28,3948,403,6481,448
23234,44,4849,118,12188,124
6129,12,3384,340,4609,490
9063,36,5061,140,11255,226
29711,15,5852,335,13756,426
13873,23,2062,453,4547,38
16279,31,1156,140,4923,17
4301,44,3960,290,4331,147
28627,30,9854,347,14135,210
4465,12,1315,399,9745,84
14811,32,4920,78,8394,21
25980,29,8033,63,9181,424
3501,24,8601,344,6879,459
28720,45,3616,226,4027,85
23539,39,2035,347,8911,83
15921,35,5187,131,8217,314
19300,26,3192,325,8703,157
29656,26,7634,120,10036,453
6283,13,9812,113,14742,193
18525,25,5958,110,11016,345
28339,31,7154,352,4484,398
24767,28,4750,383,6536,292
2684,20,8140,53,14003,333
18331,35,2284,145,10790,166
19818,20,3636,125,11602,354
20165,11,2420,260,13750,499
7304,29,9587,466,6516,201
3403,25,1397,217,5431,162
15986,18,8917,121,5061,282
14933,45,8377,238,11500,212
12936,46,2356,183,4326,134
18095,43,1378,99,8538,81
22925,25,5225,270,11233,412
23202,12,5138,226,9379,134
6464,14,4393,460,13467,422
26649,33,4939,83,10386,442
10646,22,3019,427,4125,377
8705,40,4316,207,5116,123
21656,15,6750,180,13153,189
26349,20,1948,315,12596,335
15535,49,9763,135,8984,375
27454,24,5519,467,10297,169
12953,31,3578,123,10751,118
22710,18,1743,367,10445,400
25447,35,4685,100,8740,221
8548,42,7085,424,9902,81
28865,12,4215,264,11865,499
7949,45,1165,324,7996,242
25297,19,4136,458,6824,395
9696,25,5410,75,4818,490
25110,12,5350,395,10900,87
26059,17,6497,257,12338,303
17777,42,4147,198,9684,475
13693,29,6985,385,5707,460
8493,21,3780,366,5833,89
11447,42,7219,65,4667,10
27409,18,1807,262,6161,146
21696,49,8785,379,12173,244
24589,10,7343,277,14927,260
7823,47,4097,120,13873,58
13625,37,3863,261,12364,302
16086,15,6214,492,6289,138
9683,22,2811,352,7533,217
14027,27,1103,50,10792,212
7942,45,2135,364,13828,375
20716,35,7634,233,5289,312
25493,32,3011,81,8630,204
28394,29,4660,421,5236,180
19082,25,2741,64,11693,132
27860,13,4157,176,9805,100
9237,16,9784,281,11215,344
17566,48,7867,79,8835,20
26220,41,3158,271,13714,135
18154,45,3505,418,14529,157
26308,42,5262,257,7909,5
8829,24,1252,185,10659,396
15306,20,1728,146,10305,120
15476,31,3849,390,7482,327
17346,31,5542,490,8956,9
19744,24,3623,349,8329,191
23934,37,5575,410,13150,267
10052,25,9505,76,14263,46
23311,44,6029,418,6586,392
19303,36,2276,248,11047,487
2949,47,7418,150,11127,483
17530,10,2384,404,8066,53
9934,12,5881,390,4300,407
26798,19,2338,231,13941,321
3657,44,3919,160,7358,285
3549,44,7404,284,11727,444
13301,22,5964,433,8377,455
24064,14,3787,276,7821,478
26486,32,8866,50,9369,277
24789,23,2669,94,4684,409
16790,30,9486,401,11684,401
18277,43,4863,66,11940,276
6801,33,6534,82,9114,102
20458,27,7626,379,13866,59
4383,40,8511,376,9915,256
29373,38,9719,329,6498,79
17128,15,3361,96,9535,456
20361,23,4243,139,11481,239
12207,23,9345,345,8647,156
19774,28,6299,414,13677,440
13118,22,8711,66,14874,423
6169,27,4240,262,8320,252
25743,40,9294,448,4245,445
27182,44,9831,93,5619,29
8051,36,8325,427,12141,302
3569,47,1905,488,13739,255
15525,31,7693,298,9794,133
18965,30,2851,390,8112,273
7733,47,8101,200,11380,189
9964,28,4518,483,7383,7
29587,30,1303,376,7067,238
15159,37,2497,117,9304,392
29922,42,9863,431,13424,93
26666,28,1056,117,12633,188
10235,47,8843,178,13725,403
19473,41,2276,226,11960,232
25679,30,1118,439,13625,6
5827,44,3909,314,6099,269
29930,33,8081,110,6982,95
6247,10,8570,274,12547,439
6541,29,7904,270,11072,61
5438,47,6204,347,14879,256
24338,39,4450,208,8662,366
26483,14,2836,322,11478,96
27986,46,3771,430,4358,395
3474,30,5503,373,11755,5
23108,31,7847,307,6464,242
27367,25,3985,483,4270,447
24634,48,5892,52,4076,312
18167,16,2245,276,6916,91
22793,21,5669,126,13939,445
24719,33,9127,477,8112,191
10726,24,7884,159,6268,325
29014,44,6839,78,11394,437
18138,14,9942,491,10271,186
8117,12,5674,262,4127,320
15150,39,7360,273,8736,396
28795,43,5101,204,7757,473
17914,25,2280,160,8946,321
18015,22,4645,461,4405,76
18943,38,1011,399,10009,489
4489,10,3749,227,14435,12
16118,37,9617,214,4326,208
10004,46,3246,256,9304,343
10071,37,7857,447,9515,229
8098,38,2997,420,14178,177
14712,41,1579,97,9710,68
6808,41,8064,339,9285,7
6014,38,8036,387,13393,268
3530,25,2252,202,7667,472
29714,42,5335,241,13871,126
8326,40,8768,363,6701,57
29685,21,4317,82,6102,482
29407,14,4432,67,8245,322
16740,34,3686,451,11400,150
18710,45,9090,316,6099,399
12150,13,3752,402,11818,384
25665,31,5895,470,14279,344
2858,43,8337,303,14585,80
12621,10,1684,329,8776,192
3518,46,4975,316,6813,27
13598,36,5786,73,7701,175
3402,33,8168,406,6030,26
13736,48,5775,281,6635,117
4579,21,9378,308,14279,173
9003,45,1840,226,9818,43
6067,13,4177,83,7468,345
13534,47,9837,209,8662,227
9430,44,5216,467,6086,202
12612,28,6991,266,14834,145
15063,13,7839,487,11521,472
5424,49,2310,460,13864,155
16048,24,1177,362,14119,139
11337,41,6587,128,4840,153
24846,11,7368,373,6626,461
21290,22,6659,100,8422,294
6752,41,2539,179,7796,352
3513,16,9406,469,7339,337
29901,32,7269,306,10273,68
27400,15,7851,230,7987,139
13241,36,4915,414,12893,302
17048,23,3715,417,10169,59
5776,46,2610,263,10195,111
17515,17,5312,475,11077,205
17902,20,4400,266,4815,324
10632,36,9835,69,4711,52
22783,39,4254,97,14332,432
9036,47,3082,83,10958,450
2955,30,7648,447,11268,11
23876,33,4668,66,11589,360
15895,27,1256,267,5048,332
6182,47,7204,177,4795,191
25333,28,6489,458,14992,148
6552,12,1759,488,13618,339
15494,17,2285,266,12718,297
15724,28,3215,168,13410,370
21516,27,7056,459,14483,29
23038,24,9232,457,12433,228
5876,25,6772,224,10605,350
5043,49,2565,81,6195,155
8470,11,4604,375,4497,34
6846,34,4529,171,5288,22
2835,46,5469,418,8390,487
8798,23,7324,185,7495,269
11860,46,1080,383,4897,75
9519,20,3118,320,4567,225
14007,35,3383,57,11384,490
12463,13,4431,68,8464,340
10057,17,4617,295,6474,13
6028,32,2712,378,10828,348
29827,42,9966,409,10381,485
9489,17,3928,183,8060,85
8428,14,9482,472,8969,229
20166,13,9047,452,14421,418
16943,42,9648,318,11606,341
4841,48,2310,156,11695,122
9901,48,5769,129,7142,422
16886,27,5399,436,6826,78
8744,17,9099,110,7837,436
7370,12,8765,436,5007,78
13398,18,9030,349,12132,468
27889,21,4926,414,14903,89
3840,13,7201,429,11076,464
22196,49,6886,433,5109,42
27667,12,2425,470,4239,109
25439,29,8555,117,5186,404
12938,16,9258,211,9513,463
8617,36,5191,77,13324,36
10452,48,2718,230,12377,36
27786,43,8557,426,9384,367
10425,28,1644,254,6179,250
19739,45,6741,349,8907,297
13696,26,5417,102,13163,184
2382,36,2914,102,4509,272
25415,13,2142,486,8886,240
21891,34,3665,485,11849,472
24580,28,5846,236,6875,181
26406,46,1293,115,14626,282
4273,26,7550,282,11347,333
29847,42,2273,149,10586,100
24535,23,4075,321,8161,109
7630,48,3657,487,6596,460
3525,44,8952,221,10810,110
19367,19,6706,70,13315,354
8550,39,4469,180,12006,284
6371,29,7956,233,9146,476
14327,44,9131,355,9954,80
18823,29,1580,294,13322,393
23253,12,9336,299,11948,58
9714,43,8721,304,13325,85
18161,20,5871,444,13768,309
29040,43,2405,486,13318,481
22994,16,7498,342,14472,116
9499,27,8288,269,4838,25
24161,10,6837,305,7330,135
5481,23,4436,377,9661,415
27692,45,6387,388,4049,208
16803,26,6330,143,10543,428
13373,17,3793,475,12471,208
25093,26,4550,350,6363,458
17055,34,3912,256,4777,412
17962,47,6307,217,7176,316
17664,45,9792,238,9912,90
19178,38,5705,438,8223,139
4039,23,7104,122,6703,274
2872,27,5044,165,8089,466
13999,44,5292,180,6027,154
21057,31,4458,472,4910,106
4880,19,7112,228,9529,170
9255,41,3858,463,8179,351
27989,19,5621,212,9747,370
8605,27,3107,437,6357,163
2306,11,7665,240,7397,309
5624,29,4675,217,8513,378
17417,15,2389,353,12031,147
23715,48,7368,440,12755,463
7245,39,8555,170,11775,123
25183,28,1173,109,12045,140
13429,36,4574,422,9648,426
21970,48,5725,76,5304,201
8369,10,1144,357,9901,41
27124,41,5226,286,8288,267
22272,23,5443,447,5973,211
19161,23,3730,399,6724,274
18373,26,1746,215,7746,409
5941,21,1379,248,12301,193
26204,11,9171,60,11112,331
10752,22,7331,429,12106,127
5826,47,9916,366,10342,23
4735,21,6584,200,10502,78
18587,34,6362,350,7448,79
7522,15,7358,50,7867,99
28476,15,1310,166,7348,241
8931,31,8448,174,14984,379
26265,17,1123,116,11305,195
12405,24,8008,428,5787,392
5824,24,4695,107,11370,395
23289,31,5851,140,9853,439
19873,46,8657,396,10557,319
23400,40,3400,299,11697,178
25102,22,9231,292,8723,347
23625,29,9813,250,14360,408
13340,49,3980,121,7305,334
14522,33,7922,100,11127,324
23608,34,6554,463,8833,192
22127,13,4649,345,7619,77
29836,35,6266,150,4690,110
26501,10,5060,419,5040,345
18375,24,8592,473,7241,449
3149,10,9975,439,14562,204
23576,39,8281,275,12751,366
6162,27,2583,477,9534,109
23219,38,7245,149,5362,411
4537,45,1060,238,7997,139
2246,49,8054,233,12032,422
6268,28,9517,243,4207,9
6344,38,2050,461,12274,350
24630,47,3760,206,10377,310
22266,29,5435,74,6032,333
18780,27,7959,381,4579,455
21166,47,3199,464,11522,483
21863,15,5184,347,6767,325
26618,43,9731,408,4638,446
6386,45,2193,133,14923,146
10436,26,6352,202,11963,177
20718,46,2239,111,12371,253
18427,38,5577,160,7732,260
12596,19,3107,327,11844,91
8158,38,2132,149,14873,406
2428,39,6961,89,14727,462
28410,47,1178,438,8577,470
9559,19,3222,320,11978,397
22721,31,8876,345,9126,226
15144,39,7141,62,13928,70
4037,42,3661,72,13637,286
17081,30,4038,197,4681,176
24469,23,3907,158,12003,227
26950,40,5127,131,10489,341
4056,10,4826,354,7615,182
23696,16,6236,380,11333,343
18731,39,3579,401,12849,307
9256,17,7481,326,11707,7
9990,16,6585,343,11915,320
3931,34,3627,429,4914,258
7486,23,3178,405,11099,474
16966,21,8746,492,10863,230
27758,37,1737,287,13804,95
7323,19,2953,433,7094,303
15508,30,1891,132,6982,222
12144,40,4555,471,9956,316
10155,20,3891,273,6455,181
11896,44,9722,498,4400,216
28496,11,3774,423,14433,296
4835,14,9057,414,11888,202
20973,25,8522,385,9784,321
29640,12,6954,430,10406,371
21884,24,7933,55,11452,48
19843,17,3463,276,10621,220
26820,34,8697,157,4796,50
20120,42,7585,482,9284,393
22942,49,7970,62,4934,167
13910,27,3024,53,11175,59
17110,15,9756,61,12058,245
18160,19,8512,218,14966,84
20468,40,1065,467,7115,275
3469,26,2286,173,9321,328
25760,27,3226,245,13947,488
27459,39,1102,339,11337,125
27620,26,8880,405,12659,136
7358,45,2747,209,12227,417
17502,40,2148,375,13103,282
20915,38,7196,75,5098,143
28581,41,9313,254,13860,236
7124,31,4082,288,14367,485
11252,25,3889,495,10730,159
19696,11,6460,73,6542,165
21477,12,7883,242,4639,323
5870,38,9927,203,11296,357
19181,37,5610,84,13543,381
7127,28,2266,99,5867,356
2912,44,9107,334,5600,126
5191,29,9315,404,4093,475
23632,35,4250,263,8404,268
10237,15,9836,180,10537,488
28156,42,5823,245,13558,462
10787,47,2139,174,13047,293
14664,42,6609,353,10133,428
22467,41,3394,457,8464,111
8217,28,6289,322,9977,349
26465,42,4743,358,8230,262
4043,16,9353,274,5873,488
4562,45,1468,386,8786,14
9810,41,9382,147,13647,492
16653,15,5504,223,13629,95
17367,13,7513,352,5963,358
21116,25,3232,497,6562,238
4562,15,8616,253,12432,230
13850,15,5368,494,10332,254
9355,24,4178,102,8333,334
23555,26,9933,445,4064,422
5623,22,5386,475,6034,130
5516,13,3200,177,10249,253
24580,48,5979,56,13583,307
12652,42,5805,226,9085,15
9907,24,6594,409,14366,417
4534,15,8399,239,14171,495
22231,42,1859,357,12182,134
29028,37,8842,104,14527,456
22728,29,7773,264,9187,451
28963,15,2533,411,4154,251
19377,39,2181,261,4462,217
7299,48,8161,384,14765,211
15562,49,4720,190,10624,296
28315,29,8082,315,7896,339
21723,16,6751,236,5414,487
19438,16,4771,103,5743,383
13394,10,1073,496,8486,189
19984,34,5129,466,13530,277
7086,37,2193,268,5052,103
20734,43,7540,452,5715,69
9559,47,1130,409,14074,274
25031,30,3975,276,8728,155
24291,44,1918,226,11402,177
8696,47,4363,229,5952,246
20858,28,3257,236,5103,383
3614,31,6697,213,10137,370
26917,12,1159,265,5013,89
14815,17,6021,314,14854,23
10459,23,8338,496,5434,257
14944,43,9239,102,11833,127
26880,31,4661,487,13894,355
9472,42,5709,237,12166,458
14740,27,5576,284,4469,353
15113,16,8490,482,7987,110
26257,33,8138,335,13375,443
16295,17,2279,200,6732,16
17422,49,4928,150,5946,418
12603,20,2594,393,6088,313
4162,26,4468,139,13919,108
20006,28,3174,264,5340,127
24110,40,7648,85,11245,367
21277,45,8786,350,10268,165
21664,15,4659,430,13691,241
23616,23,2378,268,7148,160
10210,11,4082,216,13246,104
16812,26,8443,372,7172,77
9856,19,8154,301,4708,19
28790,42,7845,448,13379,205
5737,28,3096,98,9101,303
22089,28,8342,426,12003,324
4348,42,3769,146,4119,250
9161,21,5253,416,14293,172
24724,46,5423,79,14905,152
5183,35,3786,480,10541,256
7103,24,3046,108,6076,433
20355,21,2138,248,7473,199
7758,38,4892,156,9516,114
21926,32,4451,307,8055,309
16141,22,1242,263,10203,304
17912,19,5048,398,5009,126
23769,24,2742,166,8425,18
15369,19,2770,62,5343,455
16286,37,4685,472,14207,417
10446,21,1622,307,4089,315
15767,40,1487,90,7468,392
19054,47,2613,181,4449,307
23721,29,4249,344,12539,136
9741,12,2205,397,7054,132
17296,38,3534,85,11797,332
25931,12,2515,56,11167,459
15564,12,4779,413,6832,11
14503,19,9561,120,10366,193
19751,48,3153,402,14306,417
13354,35,8746,68,4300,205
24524,47,2172,314,11592,271
13793,34,1814,65,6409,311
3164,40,6567,159,13228,456
22991,28,5200,112,14593,152
8485,33,9916,51,5914,427
18405,40,8706,323,11311,436
22349,28,3586,77,8637,213
3390,11,9382,379,4994,385
8384,30,5978,331,9858,220
23910,17,8011,489,10326,417
29945,23,3504,376,5528,116
13962,30,6069,453,12158,189
28984,27,1891,106,12663,349
6227,30,9255,414,14952,201
2934,44,1737,421,7287,345
4417,39,4726,190,7223,22
12456,32,3412,79,12728,404
21594,33,1840,102,6906,199
3156,44,2778,254,14431,184
24095,18,4025,293,14408,131
19420,35,3350,205,4546,499
18880,18,6958,196,6395,435
14804,13,4435,327,5350,73
27774,12,6698,359,12968,497
22321,37,5616,318,10268,370
29005,43,6098,131,9881,455
29531,20,8693,192,14570,175
25318,45,1347,58,10110,68
22472,20,8691,479,4799,151
5965,12,2326,194,14746,89
5374,47,6891,238,10477,386
26340,34,8049,321,13308,183
13300,10,4700,356,4020,78
2294,40,5861,281,8644,403
6874,21,5574,280,4817,57
16657,33,1783,286,11153,37
29880,39,5054,217,9663,223
25951,43,7872,350,12125,340
15349,38,8282,335,11425,332
3950,12,6242,497,6633,416
18484,24,6514,467,7768,177
27629,29,1809,215,9175,211
2427,38,5211,289,10252,429
22690,40,6896,176,13639,205
13066,38,1209,430,8850,245
19383,43,5340,246,14490,453
9852,34,5955,232,5543,342
28772,40,5870,258,13245,236
11558,36,7323,362,11869,473
11113,39,1700,409,10868,305
23215,33,7169,184,6907,251
5408,18,9361,438,10402,412
25023,15,4699,309,4058,150
13786,30,4725,225,6692,231
3130,37,6923,470,10746,15
26412,22,9114,497,13159,483
5041,19,2040,157,9607,240
15826,12,1012,446,7321,331
24437,36,1103,353,12023,248
4550,16,2930,445,5154,217
2889,29,1017,99,11063,356
6277,10,4412,464,14085,410
4289,46,5144,163,8993,47
9747,36,2156,322,4879,389
12752,45,8010,76,11094,470
5975,10,4437,263,8361,276
26171,27,2449,224,6238,196
11438,45,4022,163,8271,127
14704,48,3946,237,5115,253
9956,19,2646,487,14477,385
16095,35,4204,442,14826,73
27024,44,5831,278,6472,208
15114,21,5500,480,5942,274
26482,12,2782,458,6877,50
8038,35,9905,100,10009,284
21058,44,5505,184,8968,436
22343,10,6906,227,9491,41
24685,14,6305,318,6641,132
25937,31,8029,148,6887,107
7911,31,8006,365,4114,498
29831,10,5663,457,13961,70
26502,47,8907,372,13497,384
19811,34,3322,220,13533,275
24481,22,5692,497,12257,204
18143,37,1289,150,7505,270
21666,18,6355,466,7754,41
27710,24,7448,426,10985,298
28461,11,3092,414,4963,298
4955,41,5563,106,14784,56
5066,39,6356,250,5026,471
3127,16,1579,197,7804,38
8050,16,1981,436,9386,318
24077,24,1381,98,4914,21
8040,39,6694,461,7374,24
21435,20,4690,375,11516,323
2044,32,8290,461,6119,48
7624,41,5326,378,14408,256
9804,25,8387,396,14523,203
10982,28,3958,247,7628,494
21264,11,4908,396,5867,403
26623,36,2723,193,10896,333
16126,49,6128,490,6879,321
4977,28,5601,87,5233,408
5148,46,4808,478,9655,392
20488,22,6898,71,10439,303
29262,11,9200,108,12437,42
28709,12,3527,487,4341,170
14014,43,3924,252,10615,418
